unique_id,ds,AutoETS
96995,2017-08-02,0.384648961372547
96995,2017-08-03,0.384648961372547
96995,2017-08-04,0.384648961372547
96995,2017-08-05,0.384648961372547
96995,2017-08-06,0.384648961372547
96995,2017-08-07,0.384648961372547
96995,2017-08-08,0.384648961372547
96995,2017-08-09,0.384648961372547
96995,2017-08-10,0.384648961372547
96995,2017-08-11,0.384648961372547
96995,2017-08-12,0.384648961372547
96995,2017-08-13,0.384648961372547
96995,2017-08-14,0.384648961372547
96995,2017-08-15,0.384648961372547
99197,2017-08-02,6.7415308206701
99197,2017-08-03,6.7465600959082
99197,2017-08-04,12.5290720109738
99197,2017-08-05,7.66876806819375
99197,2017-08-06,7.86344746903703
99197,2017-08-07,8.22993389214291
99197,2017-08-08,10.8480369318911
99197,2017-08-09,6.7415308206701
99197,2017-08-10,6.7465600959082
99197,2017-08-11,12.5290720109738
99197,2017-08-12,7.66876806819375
99197,2017-08-13,7.86344746903703
99197,2017-08-14,8.22993389214291
99197,2017-08-15,10.8480369318911
103520,2017-08-02,7.20265732349352
103520,2017-08-03,7.04355817828283
103520,2017-08-04,7.9698178249146
103520,2017-08-05,9.21856740285797
103520,2017-08-06,7.52151100657485
103520,2017-08-07,5.95476654061447
103520,2017-08-08,6.5955689314445
103520,2017-08-09,7.20265732349352
103520,2017-08-10,7.04355817828283
103520,2017-08-11,7.9698178249146
103520,2017-08-12,9.21856740285797
103520,2017-08-13,7.52151100657485
103520,2017-08-14,5.95476654061447
103520,2017-08-15,6.5955689314445
103665,2017-08-02,6.99719629962309
103665,2017-08-03,8.03745185771042
103665,2017-08-04,11.9819305531323
103665,2017-08-05,12.9003775785496
103665,2017-08-06,7.77350595746279
103665,2017-08-07,6.1164011236593
103665,2017-08-08,6.49430826063383
103665,2017-08-09,6.99719629962309
103665,2017-08-10,8.03745185771042
103665,2017-08-11,11.9819305531323
103665,2017-08-12,12.9003775785496
103665,2017-08-13,7.77350595746279
103665,2017-08-14,6.1164011236593
103665,2017-08-15,6.49430826063383
105574,2017-08-02,17.3131163151362
105574,2017-08-03,10.9907189685933
105574,2017-08-04,12.6339649504056
105574,2017-08-05,23.1495888143266
105574,2017-08-06,25.9128530046771
105574,2017-08-07,14.0472238302089
105574,2017-08-08,12.6149752722124
105574,2017-08-09,17.3131163151362
105574,2017-08-10,10.9907189685933
105574,2017-08-11,12.6339649504056
105574,2017-08-12,23.1495888143266
105574,2017-08-13,25.9128530046771
105574,2017-08-14,14.0472238302089
105574,2017-08-15,12.6149752722124
105575,2017-08-02,12.3356955862861
105575,2017-08-03,6.00034726291804
105575,2017-08-04,10.291971554618
105575,2017-08-05,25.520978290244
105575,2017-08-06,29.3502718839221
105575,2017-08-07,13.7638649252663
105575,2017-08-08,16.8784948264053
105575,2017-08-09,12.3356955862861
105575,2017-08-10,6.00034726291804
105575,2017-08-11,10.291971554618
105575,2017-08-12,25.520978290244
105575,2017-08-13,29.3502718839221
105575,2017-08-14,13.7638649252663
105575,2017-08-15,16.8784948264053
105577,2017-08-02,4.34954074467475
105577,2017-08-03,2.93498084314843
105577,2017-08-04,3.77582519789272
105577,2017-08-05,5.29774984256003
105577,2017-08-06,6.26871950668511
105577,2017-08-07,6.08030652897215
105577,2017-08-08,4.00182210526722
105577,2017-08-09,4.34954074467475
105577,2017-08-10,2.93498084314843
105577,2017-08-11,3.77582519789272
105577,2017-08-12,5.29774984256003
105577,2017-08-13,6.26871950668511
105577,2017-08-14,6.08030652897215
105577,2017-08-15,4.00182210526722
105693,2017-08-02,1.06683507827483
105693,2017-08-03,0.342655359125389
105693,2017-08-04,0.756727484272276
105693,2017-08-05,1.64598593861647
105693,2017-08-06,1.99529488042546
105693,2017-08-07,0.770026819091407
105693,2017-08-08,0.763422924192375
105693,2017-08-09,1.06683507827483
105693,2017-08-10,0.342655359125389
105693,2017-08-11,0.756727484272276
105693,2017-08-12,1.64598593861647
105693,2017-08-13,1.99529488042546
105693,2017-08-14,0.770026819091407
105693,2017-08-15,0.763422924192375
105737,2017-08-02,11.8403903433123
105737,2017-08-03,9.20716641602799
105737,2017-08-04,11.0210715247741
105737,2017-08-05,14.861339157047
105737,2017-08-06,16.5520351216664
105737,2017-08-07,13.2316528609742
105737,2017-08-08,11.1886271531903
105737,2017-08-09,11.8403903433123
105737,2017-08-10,9.20716641602799
105737,2017-08-11,11.0210715247741
105737,2017-08-12,14.861339157047
105737,2017-08-13,16.5520351216664
105737,2017-08-14,13.2316528609742
105737,2017-08-15,11.1886271531903
105857,2017-08-02,30.0883375121973
105857,2017-08-03,30.0883375121973
105857,2017-08-04,30.0883375121973
105857,2017-08-05,30.0883375121973
105857,2017-08-06,30.0883375121973
105857,2017-08-07,30.0883375121973
105857,2017-08-08,30.0883375121973
105857,2017-08-09,30.0883375121973
105857,2017-08-10,30.0883375121973
105857,2017-08-11,30.0883375121973
105857,2017-08-12,30.0883375121973
105857,2017-08-13,30.0883375121973
105857,2017-08-14,30.0883375121973
105857,2017-08-15,30.0883375121973
106716,2017-08-02,5.79427879302655
106716,2017-08-03,5.55735907428407
106716,2017-08-04,6.59963231081534
106716,2017-08-05,9.86397150090253
106716,2017-08-06,10.141226956498
106716,2017-08-07,6.1856735577978
106716,2017-08-08,5.16507612892727
106716,2017-08-09,5.79427879302655
106716,2017-08-10,5.55735907428407
106716,2017-08-11,6.59963231081534
106716,2017-08-12,9.86397150090253
106716,2017-08-13,10.141226956498
106716,2017-08-14,6.1856735577978
106716,2017-08-15,5.16507612892727
108079,2017-08-02,3.13854773112771
108079,2017-08-03,2.8687707179931
108079,2017-08-04,3.20995825827559
108079,2017-08-05,3.84707699655538
108079,2017-08-06,3.69025983381667
108079,2017-08-07,3.12668429159468
108079,2017-08-08,2.9092589642729
108079,2017-08-09,3.13854773112771
108079,2017-08-10,2.8687707179931
108079,2017-08-11,3.20995825827559
