unique_id,ds,TimeGPT
96995,2017-08-02,1.5627908
96995,2017-08-03,1.561168
96995,2017-08-04,1.5690542
96995,2017-08-05,1.5807139
96995,2017-08-06,1.53451
96995,2017-08-07,1.5100337
96995,2017-08-08,1.4849159
96995,2017-08-09,1.4991173
96995,2017-08-10,1.5126721
96995,2017-08-11,1.5579374
96995,2017-08-12,1.6512527
96995,2017-08-13,1.6794533
96995,2017-08-14,1.7003862
96995,2017-08-15,1.6688925
99197,2017-08-02,6.0364437
99197,2017-08-03,6.7620773
99197,2017-08-04,7.237837
99197,2017-08-05,7.129265
99197,2017-08-06,6.06909
99197,2017-08-07,3.6960087
99197,2017-08-08,4.869869
99197,2017-08-09,7.57767
99197,2017-08-10,7.8142767
99197,2017-08-11,7.8314137
99197,2017-08-12,7.482478
99197,2017-08-13,6.15244
99197,2017-08-14,3.5589013
99197,2017-08-15,4.15358
103520,2017-08-02,6.258413
103520,2017-08-03,7.195364
103520,2017-08-04,7.694511
103520,2017-08-05,7.9899297
103520,2017-08-06,7.748766
103520,2017-08-07,6.732891
103520,2017-08-08,6.0366554
103520,2017-08-09,6.6039424
103520,2017-08-10,6.88663
103520,2017-08-11,7.3238378
103520,2017-08-12,8.123024
103520,2017-08-13,8.087915
103520,2017-08-14,6.8680067
103520,2017-08-15,6.6770825
103665,2017-08-02,9.111572
103665,2017-08-03,8.750776
103665,2017-08-04,10.218557
103665,2017-08-05,10.474468
103665,2017-08-06,7.729205
103665,2017-08-07,7.7326927
103665,2017-08-08,8.807011
103665,2017-08-09,9.391017
103665,2017-08-10,9.400644
103665,2017-08-11,10.620061
103665,2017-08-12,10.68834
103665,2017-08-13,7.03344
103665,2017-08-14,6.9410477
103665,2017-08-15,9.6625805
105574,2017-08-02,19.164387
105574,2017-08-03,19.554497
105574,2017-08-04,20.744165
105574,2017-08-05,25.404827
105574,2017-08-06,26.54519
105574,2017-08-07,19.783365
105574,2017-08-08,18.215977
105574,2017-08-09,19.785505
105574,2017-08-10,20.315079
105574,2017-08-11,21.561544
105574,2017-08-12,25.106274
105574,2017-08-13,25.939419
105574,2017-08-14,20.709005
105574,2017-08-15,18.979649
105575,2017-08-02,29.102577
105575,2017-08-03,24.66012
105575,2017-08-04,25.594875
105575,2017-08-05,26.473152
105575,2017-08-06,24.344574
105575,2017-08-07,22.627312
105575,2017-08-08,22.010223
105575,2017-08-09,21.46689
105575,2017-08-10,21.117485
105575,2017-08-11,23.640202
105575,2017-08-12,24.632988
105575,2017-08-13,23.29496
105575,2017-08-14,22.001627
105575,2017-08-15,21.689789
105577,2017-08-02,2.4794347
105577,2017-08-03,2.6231778
105577,2017-08-04,2.0944846
105577,2017-08-05,3.1390793
105577,2017-08-06,3.1626947
105577,2017-08-07,2.6550786
105577,2017-08-08,2.5563946
105577,2017-08-09,3.0518842
105577,2017-08-10,2.9578688
105577,2017-08-11,2.6670809
105577,2017-08-12,3.6208243
105577,2017-08-13,3.5335648
105577,2017-08-14,3.1625082
105577,2017-08-15,3.0642629
105693,2017-08-02,1.1596882
105693,2017-08-03,0.91476715
105693,2017-08-04,0.88274384
105693,2017-08-05,1.0038286
105693,2017-08-06,1.2894183
105693,2017-08-07,1.237546
105693,2017-08-08,1.1712219
105693,2017-08-09,1.1079402
105693,2017-08-10,0.9271127
105693,2017-08-11,0.88656414
105693,2017-08-12,1.0828083
105693,2017-08-13,1.3488264
105693,2017-08-14,1.2387514
105693,2017-08-15,1.1384225
105737,2017-08-02,10.81649
105737,2017-08-03,9.631698
105737,2017-08-04,10.83305
105737,2017-08-05,14.701569
105737,2017-08-06,15.151409
105737,2017-08-07,12.488042
105737,2017-08-08,11.586454
105737,2017-08-09,11.113011
105737,2017-08-10,8.877462
105737,2017-08-11,10.094202
105737,2017-08-12,14.126292
105737,2017-08-13,14.519542
105737,2017-08-14,12.990952
105737,2017-08-15,12.454366
105857,2017-08-02,28.720583
105857,2017-08-03,28.939838
105857,2017-08-04,32.474144
105857,2017-08-05,34.247696
105857,2017-08-06,31.80591
105857,2017-08-07,30.241348
105857,2017-08-08,29.308426
105857,2017-08-09,26.819195
105857,2017-08-10,27.16003
105857,2017-08-11,32.070023
105857,2017-08-12,34.014236
105857,2017-08-13,32.14932
105857,2017-08-14,30.966331
105857,2017-08-15,29.922085
106716,2017-08-02,4.9291296
106716,2017-08-03,4.930313
106716,2017-08-04,6.2693715
106716,2017-08-05,10.050801
106716,2017-08-06,9.913937
106716,2017-08-07,5.785864
106716,2017-08-08,5.2704945
106716,2017-08-09,5.3400507
106716,2017-08-10,5.40108
106716,2017-08-11,6.6699905
106716,2017-08-12,10.040062
106716,2017-08-13,9.796215
106716,2017-08-14,6.024353
106716,2017-08-15,5.6075764
108079,2017-08-02,1.9416007
108079,2017-08-03,2.3091025
108079,2017-08-04,3.3676765
108079,2017-08-05,4.2023487
108079,2017-08-06,2.7798512
108079,2017-08-07,2.4669006
108079,2017-08-08,2.2229688
108079,2017-08-09,2.3422468
108079,2017-08-10,2.5715544
108079,2017-08-11,3.5105667
108079,2017-08-12,4.246934
108079,2017-08-13,3.0072727
108079,2017-08-14,2.7881434
108079,2017-08-15,2.561638
108634,2017-08-02,0.013398005
108634,2017-08-03,0.018524872
108634,2017-08-04,0.024880255
108634,2017-08-05,0.024828369
108634,2017-08-06,0.027132716
108634,2017-08-07,0.031802893
108634,2017-08-08,0.033909354
108634,2017-08-09,0.032337304
108634,2017-08-10,0.029313182
108634,2017-08-11,0.027003143
108634,2017-08-12,0.024913806
108634,2017-08-13,0.024910705
108634,2017-08-14,0.02503379
108634,2017-08-15,0.023269242
108696,2017-08-02,7.2512436
108696,2017-08-03,7.0793643
108696,2017-08-04,7.6294875
108696,2017-08-05,10.3022175
108696,2017-08-06,12.587873
108696,2017-08-07,9.692332
108696,2017-08-08,7.878112
108696,2017-08-09,7.4274187
108696,2017-08-10,7.5626335
108696,2017-08-11,8.374606
108696,2017-08-12,10.350225
108696,2017-08-13,11.285559
108696,2017-08-14,9.230288
108696,2017-08-15,8.306056
108698,2017-08-02,6.6497674
108698,2017-08-03,5.776473
108698,2017-08-04,9.003392
108698,2017-08-05,11.816742
108698,2017-08-06,12.634566
108698,2017-08-07,11.306457
108698,2017-08-08,9.708048
108698,2017-08-09,6.1528172
108698,2017-08-10,5.6202173
108698,2017-08-11,9.167258
108698,2017-08-12,11.78089
108698,2017-08-13,12.876191
108698,2017-08-14,11.742273
108698,2017-08-15,9.534968
108701,2017-08-02,3.2866066
108701,2017-08-03,3.6850374
108701,2017-08-04,5.065719
108701,2017-08-05,5.3010025
108701,2017-08-06,3.944704
108701,2017-08-07,3.4257026
108701,2017-08-08,3.3458076
108701,2017-08-09,3.1266649
108701,2017-08-10,3.3326316
108701,2017-08-11,4.5634203
108701,2017-08-12,5.2827387
108701,2017-08-13,4.1782975
108701,2017-08-14,3.6390867
108701,2017-08-15,3.4548671
108786,2017-08-02,5.3094473
108786,2017-08-03,5.0084114
108786,2017-08-04,5.4522705
108786,2017-08-05,5.872273
108786,2017-08-06,5.685331
108786,2017-08-07,5.492018
108786,2017-08-08,5.443178
108786,2017-08-09,5.06118
108786,2017-08-10,4.944183
108786,2017-08-11,5.4418707
108786,2017-08-12,6.010427
108786,2017-08-13,5.6016064
108786,2017-08-14,5.368882
108786,2017-08-15,5.2520328
108797,2017-08-02,5.7284317
108797,2017-08-03,5.561421
108797,2017-08-04,6.7025294
108797,2017-08-05,9.21273
108797,2017-08-06,8.824476
108797,2017-08-07,5.52583
108797,2017-08-08,5.3648715
108797,2017-08-09,5.732768
108797,2017-08-10,5.6486053
108797,2017-08-11,7.1319675
108797,2017-08-12,9.9681835
108797,2017-08-13,8.94128
108797,2017-08-14,5.8425813
108797,2017-08-15,5.6671047
108831,2017-08-02,19.269594
108831,2017-08-03,21.670732
108831,2017-08-04,28.059734
108831,2017-08-05,31.496323
108831,2017-08-06,26.942942
108831,2017-08-07,24.1502
108831,2017-08-08,21.370228
108831,2017-08-09,15.906075
108831,2017-08-10,19.158493
108831,2017-08-11,26.826431
108831,2017-08-12,28.060434
108831,2017-08-13,27.028948
108831,2017-08-14,25.728954
108831,2017-08-15,22.00343
108862,2017-08-02,4.5055885
108862,2017-08-03,5.184498
108862,2017-08-04,5.663276
108862,2017-08-05,5.923696
108862,2017-08-06,5.815133
108862,2017-08-07,4.919728
108862,2017-08-08,4.4613376
108862,2017-08-09,4.7853274
108862,2017-08-10,5.1464148
108862,2017-08-11,5.297573
108862,2017-08-12,5.803352
108862,2017-08-13,6.1999626
108862,2017-08-14,5.007505
108862,2017-08-15,4.7565885
108952,2017-08-02,9.379195
108952,2017-08-03,9.867413
108952,2017-08-04,10.690093
108952,2017-08-05,13.044585
108952,2017-08-06,14.104325
108952,2017-08-07,11.097053
108952,2017-08-08,9.899652
108952,2017-08-09,9.750804
108952,2017-08-10,9.857118
108952,2017-08-11,10.291054
108952,2017-08-12,12.397378
108952,2017-08-13,13.930013
108952,2017-08-14,11.353697
108952,2017-08-15,10.283216
111223,2017-08-02,11.633305
111223,2017-08-03,12.575647
111223,2017-08-04,14.498013
111223,2017-08-05,22.367249
111223,2017-08-06,27.41508
111223,2017-08-07,14.913549
111223,2017-08-08,12.708931
111223,2017-08-09,12.651053
111223,2017-08-10,13.383586
111223,2017-08-11,14.97452
111223,2017-08-12,23.543425
111223,2017-08-13,28.56376
111223,2017-08-14,15.634701
111223,2017-08-15,13.82801
111397,2017-08-02,12.392614
111397,2017-08-03,9.552621
111397,2017-08-04,10.384667
111397,2017-08-05,16.681793
111397,2017-08-06,18.08518
111397,2017-08-07,15.788426
